"","X","d","d_h","h","a","mean_diff","mean_h","mean_p","U95","L95","U90","L90","U80","L80","C95","C90","C80","d_hat"
"18",18,-3,0,3,0.1,2.86204822528834,0.142261689087194,-2.71978653620115,-0.698751772727162,-3.36724692041883,-0.872539985408427,-3.1002497830639,-1.08023109498245,-2.80680341145639,0.982,0.994,0.998,-1.91738462193914
"19",19,-3,1,3,0.1,3.75925029260869,1.03946375640754,-2.71978653620115,-0.577918446384346,-3.24397822107476,-0.754571793196533,-2.97888928134373,-0.964026479913255,-2.68853124485843,0.962,0.986,0.998,-1.80172298822829
"20",20,-3,2,3,0.1,4.74463447518673,2.02484793898558,-2.71978653620115,-0.42086471741068,-2.97605198496662,-0.594705657219294,-2.72891577266991,-0.798638795176823,-2.4530753847796,0.9,0.966,0.99,-1.60461039621904
"21",21,-3,3,3,0.1,5.18017203434115,2.46038549814,-2.71978653620115,-0.469999339906467,-3.08879555944246,-0.645164346051912,-2.83345443556327,-0.854373202720447,-2.55022388299327,0.912,0.972,0.992,-1.679568519675
"22",22,-3,-3,1,0.3,0.96091109486248,-3.67327790332449,-2.71978653620115,-1.51748593048784,-4.93930491145316,-1.72136915085319,-4.57998157614742,-1.96961740414123,-4.18491235917504,1,1,1,-3.0314188108274
"23",23,-3,-2,1,0.3,0.538978456751692,-2.51176653131703,-2.71978653620115,-1.32093685109626,-4.53573833218277,-1.51751522210921,-4.19986021404995,-1.7534861982252,-3.83014530054227,1,1,1,-2.75059008079615
"24",24,-3,-1,1,0.3,2.17321378979278,-0.54657274640837,-2.71978653620115,-0.858097975945558,-3.62439827513893,-1.03562617674542,-3.34395175356232,-1.24718732160677,-3.03608711756022,0.992,0.998,1,-2.11236889995607
"25",25,-3,0,1,0.3,2.79148770739464,0.0717011711934899,-2.71978653620115,-0.702487245345607,-3.37115785709143,-0.87712677350858,-3.10433980359822,-1.08435770147619,-2.81051887069066,0.984,0.994,0.998,-1.92102564307533
"26",26,-3,1,1,0.3,4.12618528156088,1.40639874535974,-2.71978653620115,-0.415115480998781,-2.93177559204899,-0.586045366595573,-2.68867523984295,-0.787574298848749,-2.41801837269819,0.9,0.968,0.99,-1.58244348426402
"27",27,-3,2,1,0.3,3.89103307253657,1.17124653633543,-2.71978653620115,-0.508996976123279,-3.11115436128798,-0.683283633002696,-2.85600963531352,-0.889322665447014,-2.57427562188757,0.95,0.978,0.994,-1.7089325192582
"28",28,-3,3,1,0.3,4.37103096395776,1.65124442775662,-2.71978653620115,-0.577436160415227,-3.29368444115277,-0.757371681825298,-3.02360634976779,-0.970982776340368,-2.72663054622497,0.96,0.978,0.996,-1.82370867541875
"29",29,-3,-3,2,0.3,0.569258036651685,-2.78717912332561,-2.71978653620115,-1.48525390548796,-4.45629854914618,-1.66757090347191,-4.1442351741307,-1.88689025405127,-3.80587330618732,1,1,1,-2.81005462278318
"30",30,-3,-2,2,0.3,0.852942965958113,-1.94318586832602,-2.71978653620115,-1.22845198324151,-3.91446542348622,-1.39886450234459,-3.64009974051829,-1.60282425069499,-3.33906031631226,1,1,1,-2.44144741962424
"31",31,-3,-1,2,0.3,2.32796371190304,-0.391822824298106,-2.71978653620115,-0.62177750844806,-2.88537591780898,-0.775377629571372,-2.664825573666,-0.955218051790393,-2.42127715569433,0.992,0.998,1,-1.66985488487541
"32",32,-3,0,2,0.3,3.00824961991354,0.288463083712399,-2.71978653620115,-0.359151351090755,-2.53334565383966,-0.50946499642308,-2.32449255450268,-0.685687635967069,-2.09458502927781,0.93,0.978,0.998,-1.37474095486684
"33",33,-3,1,2,0.3,4.07543049384383,1.35564395764268,-2.71978653620115,-0.0392060213796672,-2.1725081555179,-0.191176361562009,-1.97504345720864,-0.368763464350791,-1.75322306212972,0.596,0.792,0.932,-1.04808443435838
"34",34,-3,2,2,0.3,4.52087694916089,1.80109041295974,-2.71978653620115,0.0709717889011359,-2.03873230673552,-0.080971918900335,-1.84466012137846,-0.25858591160566,-1.62777161471281,0.358,0.678,0.834,-0.931454761761829
"35",35,-3,3,2,0.3,5.0169946982652,2.29720816206405,-2.71978653620115,-0.0167592540268272,-2.23221937714325,-0.174752854462667,-2.02632685474479,-0.360430970152076,-1.79664452328617,0.54,0.772,0.9,-1.06572273942983
"36",36,-3,-3,3,0.3,0.698409156160486,-3.19769927892378,-2.71978653620115,-1.68730381043192,-4.60741523417047,-1.86564159473791,-4.30040423717392,-2.08041374774718,-3.96639511408895,1,1,1,-2.98686597403771
"37",37,-3,-2,3,0.3,0.606780593523816,-2.33441148989913,-2.71978653620115,-1.40251911778112,-4.04026812913557,-1.56777246754681,-3.76866263656075,-1.76573845554781,-3.47129981159074,1,1,1,-2.58842561700137
"38",38,-3,-1,3,0.3,2.06064998806892,-0.659136548132222,-2.71978653620115,-0.658121104350438,-2.75729830214188,-0.801259990119159,-2.55449539559739,-0.969402814697522,-2.32955863205735,0.998,1,1,-1.63240605611253
"39",39,-3,0,3,0.3,2.86204822528834,0.142261689087194,-2.71978653620115,-0.266693363351779,-2.21381958516586,-0.403213013362131,-2.03207385933226,-0.563871263085969,-1.82866585157768,0.906,0.978,0.998,-1.18320764424202
"40",40,-3,1,3,0.3,3.75925029260869,1.03946375640754,-2.71978653620115,0.0483164259282302,-1.93297790032779,-0.0941072299417179,-1.75032093769898,-0.260861215321032,-1.54732207311118,0.388,0.71,0.872,-0.892633990331085
"41",41,-3,2,3,0.3,4.74463447518673,2.02484793898558,-2.71978653620115,0.390017241361515,-1.51450793873042,0.247919324997882,-1.34522343763431,0.0838895098560797,-1.1549517232584,0,0.126,0.334,-0.527351481086514
"42",42,-3,3,3,0.3,5.18017203434115,2.46038549814,-2.71978653620115,0.337827417844749,-1.64677776485189,0.189615773198551,-1.46928862419781,0.0179041865893326,-1.27038745417266,0.004,0.244,0.472,-0.617386763761018
"43",43,-3,-3,1,0.5,0.96091109486248,-3.67327790332449,-2.71978653620115,-1.7054551643413,-5.07642492743339,-1.90780121022561,-4.72268145129041,-2.15284270593813,-4.33345146126717,1,1,1,-3.19749864935362
"44",44,-3,-2,1,0.5,0.538978456751692,-2.51176653131703,-2.71978653620115,-1.40662552719014,-4.45420844787787,-1.59351417844533,-4.1333503352814,-1.81869134124534,-3.7856676937271,1,1,1,-2.76405816113154
"45",45,-3,-1,1,0.5,2.17321378979278,-0.54657274640837,-2.71978653620115,-0.739036513146211,-3.19444813346631,-0.902079921870745,-2.95066379726762,-1.09413702173464,-2.68278820470191,0.996,0.998,1,-1.86565671869629
"46",46,-3,0,1,0.5,2.79148770739464,0.0717011711934899,-2.71978653620115,-0.517483387031125,-2.86487909460305,-0.675045834809165,-2.63575579660511,-0.862903351617902,-2.38294824508772,0.974,0.992,0.998,-1.60359209044132
"47",47,-3,1,1,0.5,4.12618528156088,1.40639874535974,-2.71978653620115,-0.09610250142472,-2.3031213753522,-0.251907020620149,-2.09708994671884,-0.434581352569113,-1.86651145640892,0.69,0.824,0.948,-1.13704697861115
"48",48,-3,2,1,0.5,3.89103307253657,1.17124653633543,-2.71978653620115,-0.222731092456849,-2.51676669471452,-0.381713164969013,-2.29824329698381,-0.569329680195621,-2.0564353902802,0.804,0.914,0.978,-1.29690528895572
"49",49,-3,3,1,0.5,4.37103096395776,1.65124442775662,-2.71978653620115,-0.300526021799657,-2.719882968902,-0.467862819457444,-2.48985157220058,-0.664830695941647,-2.23215190692179,0.842,0.946,0.978,-1.43054245863915
"50",50,-3,-3,2,0.5,0.569258036651685,-2.78717912332561,-2.71978653620115,-1.62154171834785,-4.34126401876642,-1.79018355675424,-4.05854816949653,-1.99383127134179,-3.7518229800072,1,1,1,-2.84129769004494
"51",51,-3,-2,2,0.5,0.852942965958113,-1.94318586832602,-2.71978653620115,-1.27146612488687,-3.63433814101547,-1.4258360828263,-3.39692948676341,-1.60908080258386,-3.1370661056788,1,1,1,-2.34950018564664
"52",52,-3,-1,2,0.5,2.32796371190304,-0.391822824298106,-2.71978653620115,-0.478682853215218,-2.38686640329658,-0.611762205478644,-2.20697491418445,-0.767879468686726,-2.00704024255056,0.992,0.998,1,-1.37426777548386
"53",53,-3,0,2,0.5,3.00824961991354,0.288463083712399,-2.71978653620115,-0.130001054972533,-1.95202126164175,-0.259461994548581,-1.78506346799837,-0.411276751213554,-1.59676175337264,0.772,0.92,0.978,-0.993501882007428
"54",54,-3,1,2,0.5,4.07543049384383,1.35564395764268,-2.71978653620115,0.334290949744086,-1.47795112842642,0.200336905942136,-1.31634713619352,0.0449284498521309,-1.13367741729379,0,0.18,0.384,-0.536309919554999
"55",55,-3,2,2,0.5,4.52087694916089,1.80109041295974,-2.71978653620115,0.495428486628053,-1.30744408209436,0.360211279222732,-1.14837590388742,0.203892043391084,-0.969085842070336,0,0,0.184,-0.375801610556521
"56",56,-3,3,2,0.5,5.0169946982652,2.29720816206405,-2.71978653620115,0.420571819951692,-1.49751918478991,0.277035752394794,-1.32653592682115,0.111066475006156,-1.13550376042008,0,0.068,0.324,-0.504616213087865
"57",57,-3,-3,3,0.5,0.698409156160486,-3.19769927892378,-2.71978653620115,-1.88522943157878,-4.5405970163791,-2.04870689460128,-4.26425646796896,-2.24570176064486,-3.96283341747026,1,1,1,-3.07252739273837
"58",58,-3,-2,3,0.5,0.606780593523816,-2.33441148989913,-2.71978653620115,-1.49875889924047,-3.80813364006267,-1.64669789882751,-3.57400902318163,-1.82335006241947,-3.31690537704765,1,1,1,-2.54610028728165
"59",59,-3,-1,3,0.5,2.06064998806892,-0.659136548132222,-2.71978653620115,-0.559021207887003,-2.29658301329484,-0.680613019204288,-2.132624997344,-0.822471965301334,-1.95082118310332,1,1,1,-1.37549388670056
"60",60,-3,0,3,0.5,2.86204822528834,0.142261689087194,-2.71978653620115,-0.0663112936016523,-1.66795200175977,-0.181694312300506,-1.52229073209315,-0.316878047057866,-1.35902888195507,0.718,0.882,0.978,-0.829797956662306
"61",61,-3,1,3,0.5,3.75925029260869,1.03946375640754,-2.71978653620115,0.383598111711859,-1.26512232229181,0.262656749571585,-1.11857153516894,0.121072263093692,-0.953197614335436,0,0,0.282,-0.409299200864635
"62",62,-3,2,3,0.5,4.74463447518673,2.02484793898558,-2.71978653620115,0.851616261774177,-0.758954346851755,0.728661044586799,-0.621239067421654,0.586464166790294,-0.463534996882891,0,0,0,0.0651961455102644
"63",63,-3,3,3,0.5,5.18017203434115,2.46038549814,-2.71978653620115,0.83436559484387,-0.867935633600524,0.703185043807442,-0.721790859135,0.552256107283027,-0.556505998906744,0,0,0,0.00180572692379724
"64",64,-3,-3,1,0.7,0.96091109486248,-3.67327790332449,-2.71978653620115,-1.86918504480463,-5.19877083428771,-2.06750473563476,-4.84800807250485,-2.30836696510998,-4.46229315311395,1,1,1,-3.33956786484803
"65",65,-3,-2,1,0.7,0.538978456751692,-2.51176653131703,-2.71978653620115,-1.4803940909198,-4.38054279605378,-1.6589732480537,-4.07738975077221,-1.8727582971094,-3.74603619051257,1,1,1,-2.77422849896126
"66",66,-3,-1,1,0.7,2.17321378979278,-0.54657274640837,-2.71978653620115,-0.654861725349182,-2.88151340624567,-0.804730981117536,-2.66479731410773,-0.981910433611493,-2.4253039652833,0.996,1,1,-1.68514388439446
"67",67,-3,0,1,0.7,2.79148770739464,0.0717011711934899,-2.71978653620115,-0.382297543991803,-2.49980224653183,-0.528912628784332,-2.29742054115096,-0.700684181014048,-2.07286755633864,0.956,0.982,0.998,-1.37132586280836
"68",68,-3,1,1,0.7,4.12618528156088,1.40639874535974,-2.71978653620115,0.149913171460845,-1.84824582123345,0.00421263930047047,-1.66702839756984,-0.165114294652145,-1.46310589142601,0.286,0.494,0.778,-0.803718193660474
"69",69,-3,2,1,0.7,3.89103307253657,1.17124653633543,-2.71978653620115,0.000204674681113119,-2.07967517353899,-0.147655030106891,-1.88708993444203,-0.321473772089634,-1.67230530639937,0.504,0.77,0.904,-0.984348689408155
"70",70,-3,3,1,0.7,4.37103096395776,1.65124442775662,-2.71978653620115,-0.0757420954742199,-2.29253548318616,-0.232586637940479,-2.08545012876386,-0.417314226159608,-1.85491399166029,0.648,0.812,0.94,-1.12257966187897
"71",71,-3,-3,2,0.7,0.569258036651685,-2.78717912332561,-2.71978653620115,-1.7282320493158,-4.24447369354427,-1.88674240239575,-3.98799821862003,-2.07631495973048,-3.70518743795948,1,1,1,-2.86319154391643
"72",72,-3,-2,2,0.7,0.852942965958113,-1.94318586832602,-2.71978653620115,-1.31125037498967,-3.44002191575278,-1.45171626893878,-3.2307276267266,-1.6187129919892,-2.99850683256013,1,1,1,-2.28939736911404
"73",73,-3,-1,2,0.7,2.32796371190304,-0.391822824298106,-2.71978653620115,-0.39389818916158,-2.07035069866188,-0.513108750189305,-1.91558550872128,-0.65293479242839,-1.74282316880083,0.992,0.998,1,-1.18807265313069
"74",74,-3,0,2,0.7,3.00824961991354,0.288463083712399,-2.71978653620115,0.0152153570648595,-1.5869703865033,-0.101413165084435,-1.44253914535786,-0.237328167704129,-1.27969928335949,0.462,0.77,0.946,-0.750734488628997
"75",75,-3,1,2,0.7,4.07543049384383,1.35564395764268,-2.71978653620115,0.583614829295603,-1.02100143021337,0.46320982617092,-0.88095795780047,0.323309226562732,-0.721804059698997,0,0,0,-0.193725239892586
"76",76,-3,2,2,0.7,4.52087694916089,1.80109041295974,-2.71978653620115,0.78513414953241,-0.819649895641992,0.662861940303954,-0.681447092365261,0.521639443222392,-0.524127391148478,0,0,0,0.00307876524169849
"77",77,-3,3,2,0.7,5.0169946982652,2.29720816206405,-2.71978653620115,0.743130584660837,-0.988982074949091,0.610821413541746,-0.839171906124353,0.457944020857085,-0.669602278245197,0,0,0,-0.101142190535552
"78",78,-3,-3,3,0.7,0.698409156160486,-3.19769927892378,-2.71978653620115,-2.0261035622928,-4.48470006388316,-2.17947006476302,-4.23152948039436,-2.36340776883764,-3.95260842898823,1,1,1,-3.12998808686937
"79",79,-3,-2,3,0.7,0.606780593523816,-2.33441148989913,-2.71978653620115,-1.57052187957555,-3.64687794570411,-1.70642794508781,-3.44102014091631,-1.86690672584068,-3.21186737170671,1,1,1,-2.51949319157941
"80",80,-3,-1,3,0.7,2.06064998806892,-0.659136548132222,-2.71978653620115,-0.506688889013088,-2.01991452617393,-0.61407870231101,-1.88083629893816,-0.740477942108184,-1.72501422584415,1,1,1,-1.22404375796542
"81",81,-3,0,3,0.7,2.86204822528834,0.142261689087194,-2.71978653620115,0.0474788726852217,-1.34543445036355,-0.0553936654793889,-1.22132509922448,-0.175011832318143,-1.08184626328015,0.336,0.73,0.938,-0.622439473399026
"82",82,-3,1,3,0.7,3.75925029260869,1.03946375640754,-2.71978653620115,0.588950723979462,-0.851618693815158,0.481213402093819,-0.725722361423834,0.355781787114648,-0.583064188191659,0,0,0,-0.108815305493657
"83",83,-3,2,3,0.7,4.74463447518673,2.02484793898558,-2.71978653620115,1.14910837043768,-0.28071426671791,1.03733521824855,-0.16035104037978,0.908751498005059,-0.0232785587439108,0,0,0,0.445143338607729
"84",84,-3,3,3,0.7,5.18017203434115,2.46038549814,-2.71978653620115,1.17450684411296,-0.354351396655368,1.05429163371892,-0.226482957010766,0.916096239765174,-0.0804126327315357,0,0,0,0.42011331743451
"85",85,-3,-3,1,1,0.96091109486248,-3.67327790332449,-2.71978653620115,-2.07623163950051,-5.35201208380894,-2.27011268961348,-5.00587596398817,-2.50580661753457,-4.62525808014049,1,1,1,-3.52027387244871
"86",86,-3,-2,1,1,0.538978456751692,-2.51176653131703,-2.71978653620115,-1.56951675243368,-4.28290647333773,-1.73827391603612,-4.0016119082729,-1.94088430371185,-3.69370427195072,1,1,1,-2.78552208166179
"87",87,-3,-1,1,1,2.17321378979278,-0.54657274640837,-2.71978653620115,-0.565347627627055,-2.5433961815389,-0.702224015662462,-2.35509426517575,-0.862875340522559,-2.14594994497981,0.998,1,1,-1.48958318660696
"88",88,-3,0,1,1,2.79148770739464,0.0717011711934899,-2.71978653620115,-0.236160368436127,-2.10833493439274,-0.368848568689018,-1.93435021438005,-0.522887941434067,-1.73964248466203,0.886,0.974,0.994,-1.11956092023268
"89",89,-3,1,1,1,4.12618528156088,1.40639874535974,-2.71978653620115,0.425637124495116,-1.35055618912704,0.293511377465568,-1.19276580816118,0.140642331874357,-1.01488909616869,0,0,0.266,-0.429952065892136
"90",90,-3,2,1,1,3.89103307253657,1.17124653633543,-2.71978653620115,0.255287720627413,-1.59762151603982,0.11941373094495,-1.43091008684489,-0.038313740305343,-1.24323559588997,0.058,0.31,0.612,-0.63186183279167
"91",91,-3,3,1,1,4.37103096395776,1.65124442775662,-2.71978653620115,0.195829546154723,-1.80209345147938,0.0497074439070494,-1.62095215820223,-0.120238603687907,-1.41811317836458,0.236,0.39,0.742,-0.759231039964967
"92",92,-3,-3,2,1,0.569258036651685,-2.78717912332561,-2.71978653620115,-1.84825770772364,-4.13605820370546,-1.99469426918177,-3.90395098279108,-2.16956676477458,-3.6498531674708,1,1,1,-2.8865294687572
"93",93,-3,-2,2,1,0.852942965958113,-1.94318586832602,-2.71978653620115,-1.35811331125614,-3.23615661799702,-1.48495012833051,-3.05508611806235,-1.63476380025197,-2.85472540327457,1,1,1,-2.22939332926681
"94",94,-3,-1,2,1,2.32796371190304,-0.391822824298106,-2.71978653620115,-0.318838013186638,-1.76655190955474,-0.423702936232583,-1.63568253333077,-0.546570802621444,-1.48908566937563,0.994,1,1,-1.01074034435448
"95",95,-3,0,2,1,3.00824961991354,0.288463083712399,-2.71978653620115,0.14816962550552,-1.23292144252531,0.0459002812269775,-1.1105104523933,-0.0731324588123384,-0.973044519294202,0.062,0.336,0.764,-0.51764500904297
"96",96,-3,1,2,1,4.07543049384383,1.35564395764268,-2.71978653620115,0.828296980858554,-0.565506284058214,0.722197344866643,-0.446198763930091,0.599179179975312,-0.310041891488911,0,0,0,0.148263020469047
"97",97,-3,2,2,1,4.52087694916089,1.80109041295974,-2.71978653620115,1.07728152383737,-0.328461247607865,0.969116348779692,-0.209271614091883,0.842687368618346,-0.0737419232301967,0,0,0,0.387198638922181
"98",98,-3,3,2,1,5.0169946982652,2.29720816206405,-2.71978653620115,1.092179781387,-0.450117576897908,0.971937336010782,-0.320384169352652,0.832785010024948,-0.171980213122563,0,0,0,0.333174375786234
"99",99,-3,-3,3,1,0.698409156160486,-3.19769927892378,-2.71978653620115,-2.17941447870966,-4.40800637773981,-2.32045297474526,-4.18079088285221,-2.48946146064751,-3.93232025219884,1,1,1,-3.18712866860273
"100",100,-3,-2,3,1,0.606780593523816,-2.33441148989913,-2.71978653620115,-1.65246910889391,-3.47914299752298,-1.77368711836164,-3.30078012028101,-1.91705151562609,-3.10305419983011,1,1,1,-2.493978731525
"101",101,-3,-1,3,1,2.06064998806892,-0.659136548132222,-2.71978653620115,-0.46700462791094,-1.76248291249902,-0.560932123036458,-1.64590541197179,-0.671271389212761,-1.51509165051012,1,1,1,-1.08704416146955
"102",102,-3,0,3,1,2.86204822528834,0.142261689087194,-2.71978653620115,0.143269751132221,-1.04547246989249,0.0538622520635783,-0.942761282414914,-0.049796852007519,-0.825180752735284,0,0.306,0.754,-0.433341739400152
"103",103,-3,1,3,1,3.75925029260869,1.03946375640754,-2.71978653620115,0.773574180252965,-0.45959249838589,0.680278839899502,-0.354048506539238,0.571088916847099,-0.23334009415152,0,0,0,0.172533351600729
"104",104,-3,2,3,1,4.74463447518673,2.02484793898558,-2.71978653620115,1.42695761826109,0.182071633810076,1.32869540222851,0.284854826903606,1.21484701813682,0.402793664694836,0,0,0,0.810359297511256
"105",105,-3,3,3,1,5.18017203434115,2.46038549814,-2.71978653620115,1.51520247833819,0.163090549497677,1.40704722864172,0.27435234530496,1.28337431166938,0.401162340310012,0,0,0,0.842937453540479
"106",1,-2,-3,1,0.1,1.70486930133242,-3.67327790332449,-1.968503234835,-0.750983491253164,-3.77162929129082,-0.939988637659331,-3.46220463653403,-1.16699550813814,-3.12095196420473,0.942,0.982,0.992,-2.10895162749463
"107",2,-2,-2,1,0.1,0.749406263900814,-2.51176653131703,-1.968503234835,-0.692875787571615,-3.65714123602637,-0.879124793560351,-3.35171002086543,-1.10273293832977,-3.01777149868254,0.936,0.966,0.992,-2.02619340771683
"108",3,-2,-1,1,0.1,1.42499999907249,-0.54657274640837,-1.968503234835,-0.534111550648631,-3.35906220994882,-0.717034917757216,-3.07111266953627,-0.933344315098737,-2.7564209320329,0.888,0.942,0.984,-1.81384487113565
"109",4,-2,0,1,0.1,2.04020440602849,0.0717011711934899,-1.968503234835,-0.476201604097667,-3.26231221980256,-0.656408413276522,-2.98058391789619,-0.87109697708869,-2.67121868966043,0.854,0.934,0.97,-1.7420286140734
"110",5,-2,1,1,0.1,3.37490198019473,1.40639874535974,-1.968503234835,-0.369148900909636,-3.09109851635011,-0.54812612512577,-2.81792852831938,-0.759529432353067,-2.5173654596959,0.802,0.884,0.946,-1.61168748978397
"111",6,-2,2,1,0.1,3.13974977117042,1.17124653633543,-1.968503234835,-0.403488956441972,-3.16172964459037,-0.583380618041496,-2.88397055509419,-0.797346589802038,-2.57987913593899,0.812,0.904,0.954,-1.66063035798905
"112",7,-2,3,1,0.1,3.61974766259161,1.65124442775662,-1.968503234835,-0.426497140902276,-3.2312361987598,-0.608450493439758,-2.94746792308767,-0.825138253927945,-2.63666614265132,0.828,0.91,0.956,-1.70240461496843
"113",8,-2,-3,2,0.1,0.95283524635119,-2.78717912332561,-1.968503234835,-0.793565707811642,-3.68274503182913,-0.976544642289541,-3.38581777069741,-1.19449849411147,-3.06127975532296,0.96,0.988,0.996,-2.09507793765868
"114",9,-2,-2,2,0.1,0.563367876967742,-1.94318586832602,-1.968503234835,-0.703193433998668,-3.49641723922963,-0.881020050675655,-3.21138341808308,-1.09451567016425,-2.89857287703345,0.95,0.984,0.992,-1.96629067472953
"115",10,-2,-1,2,0.1,1.57725517362412,-0.391822824298106,-1.968503234835,-0.456726296867554,-3.05815596041449,-0.627451958821739,-2.79942903260596,-0.82988777968912,-2.51255506571568,0.872,0.936,0.984,-1.64565875660505
"116",11,-2,0,2,0.1,2.2569663185474,0.288463083712399,-1.968503234835,-0.342938079499647,-2.89320708330531,-0.512748753695444,-2.64052088417706,-0.713102866257288,-2.36217237670351,0.808,0.908,0.952,-1.51431154965418
"117",12,-2,1,2,0.1,3.32414719247768,1.35564395764268,-1.968503234835,-0.21369144216523,-2.72607064682266,-0.383104150233905,-2.481051266148,-0.583431400357122,-2.20906257347639,0.724,0.826,0.928,-1.37458767771395
"118",13,-2,2,2,0.1,3.76959364779474,1.80109041295974,-1.968503234835,-0.168226810505001,-2.65834450276389,-0.337723434758221,-2.41643693418446,-0.537986570514839,-2.14958450879504,0.686,0.804,0.91,-1.32306707343987
"119",14,-2,3,2,0.1,4.26571139689905,2.29720816206405,-1.968503234835,-0.211081874170548,-2.76620785511959,-0.384148570568761,-2.5158980900824,-0.587557807286455,-2.23939087195322,0.712,0.82,0.924,-1.39113533273808
"120",15,-2,-3,3,0.1,1.27006009082313,-3.19769927892378,-1.968503234835,-0.909957852151499,-3.7711466342938,-1.09073865193222,-3.47758549217076,-1.30670309150059,-3.15531297451302,0.986,0.992,1,-2.1975691632724
"121",16,-2,-2,3,0.1,0.647828911913096,-2.33441148989913,-1.968503234835,-0.801274080214129,-3.56630941627861,-0.976319972519474,-3.28238349680934,-1.1856049765824,-2.97219895602777,0.982,0.992,0.998,-2.04835487134925
"122",17,-2,-1,3,0.1,1.31504211317796,-0.659136548132222,-1.968503234835,-0.479805442434755,-2.99048304069083,-0.645211239062303,-2.74084297318579,-0.840901905723578,-2.46487745202958,0.906,0.952,0.986,-1.62880680390108
